,t0,p_atm,phi,adiabatic_flame_temperature
110,400.0,10.833333333333332,1.125,2370.830553837661
111,400.0,10.833333333333332,1.1875,2321.8583298273957
112,400.0,10.833333333333332,1.25,2271.219041335482
113,400.0,10.833333333333332,1.3125,2220.9002150999927
114,400.0,10.833333333333332,1.375,2171.4298340767755
115,400.0,10.833333333333332,1.4375,2122.9619612162696
116,400.0,10.833333333333332,1.5,2075.522113475314
117,400.0,10.833333333333332,1.5625,2029.0847403059079
118,400.0,10.833333333333332,1.625,1983.604293665367
119,400.0,10.833333333333332,1.6875,1939.029229019008
120,400.0,10.833333333333332,1.75,1895.3083855358307
121,400.0,10.833333333333332,1.8125,1852.393648388293
122,400.0,10.833333333333332,1.875,1810.240778218953
123,400.0,10.833333333333332,1.9375,1768.809381132406
124,400.0,10.833333333333332,2.0,1728.0625308722556
125,400.0,12.291666666666666,0.5,1602.741544719811
126,400.0,12.291666666666666,0.5625,1726.419995839507
127,400.0,12.291666666666666,0.625,1845.540066506776
128,400.0,12.291666666666666,0.6875,1959.9821443018386
129,400.0,12.291666666666666,0.75,2069.2956894872714
130,400.0,12.291666666666666,0.8125,2172.4559557502193
131,400.0,12.291666666666666,0.875,2267.3337301251454
132,400.0,12.291666666666666,0.9375,2349.241995697335
133,400.0,12.291666666666666,1.0,2405.79188285393
134,400.0,12.291666666666666,1.0625,2410.4789674032945
135,400.0,12.291666666666666,1.125,2371.724494745086
136,400.0,12.291666666666666,1.1875,2322.3416509435065
137,400.0,12.291666666666666,1.25,2271.5289871015493
138,400.0,12.291666666666666,1.3125,2221.1166255215417
139,400.0,12.291666666666666,1.375,2171.587517976623
140,400.0,12.291666666666666,1.4375,2123.0793967639675
141,400.0,12.291666666666666,1.5,2075.6105010993992
142,400.0,12.291666666666666,1.5625,2029.1515101128384
143,400.0,12.291666666666666,1.625,1983.6546933745778
144,400.0,12.291666666666666,1.6875,1939.067128631962
145,400.0,12.291666666666666,1.75,1895.3367226297867
146,400.0,12.291666666666666,1.8125,1852.414695500044
147,400.0,12.291666666666666,1.875,1810.256318741582
148,400.0,12.291666666666666,1.9375,1768.8208395057352
149,400.0,12.291666666666666,2.0,1728.0710865169867
150,400.0,13.75,0.5,1602.7515471421136
151,400.0,13.75,0.5625,1726.4462243852172
152,400.0,13.75,0.625,1845.6016780778434
153,400.0,13.75,0.6875,1960.1163471533334
154,400.0,13.75,0.75,2069.572233401029
155,400.0,13.75,0.8125,2172.9994761266516
156,400.0,13.75,0.875,2268.3499228609166
157,400.0,13.75,0.9375,2351.0091111717866
158,400.0,13.75,1.0,2408.3009492792435
159,400.0,13.75,1.0625,2412.1943559503875
160,400.0,13.75,1.125,2372.4678516135086
161,400.0,13.75,1.1875,2322.7445841860026
162,400.0,13.75,1.25,2271.788062502691
163,400.0,13.75,1.3125,2221.297726547233
164,400.0,13.75,1.375,2171.7195225960318
165,400.0,13.75,1.4375,2123.17771033468
166,400.0,13.75,1.5,2075.6844892535155
167,400.0,13.75,1.5625,2029.2073948720795
168,400.0,13.75,1.625,1983.6968718433275
169,400.0,13.75,1.6875,1939.0988443531332
170,400.0,13.75,1.75,1895.3604386227498
171,400.0,13.75,1.8125,1852.432319451656
172,400.0,13.75,1.875,1810.269352754368
173,400.0,13.75,1.9375,1768.8304937008045
174,400.0,13.75,2.0,1728.078383314781
175,400.0,15.208333333333332,0.5,1602.7602766777284
176,400.0,15.208333333333332,0.5625,1726.4690716399223
177,400.0,15.208333333333332,0.625,1845.6552191476364
178,400.0,15.208333333333332,0.6875,1960.2326834225048
179,400.0,15.208333333333332,0.75,2069.8115138439944
180,400.0,15.208333333333332,0.8125,2173.4696236238606
181,400.0,15.208333333333332,0.875,2269.231256679114
182,400.0,15.208333333333332,0.9375,2352.5530609686793
183,400.0,15.208333333333332,1.0,2410.514062914136
184,400.0,15.208333333333332,1.0625,2413.6700304018
185,400.0,15.208333333333332,1.125,2373.0980715119704
186,400.0,15.208333333333332,1.1875,2323.087092788679
187,400.0,15.208333333333332,1.25,2272.0088018781257
188,400.0,15.208333333333332,1.3125,2221.452184275632
189,400.0,15.208333333333332,1.375,2171.832142325953
190,400.0,15.208333333333332,1.4375,2123.261588594403
191,400.0,15.208333333333332,1.5,2075.747608502192
192,400.0,15.208333333333332,1.5625,2029.2550648959646
193,400.0,15.208333333333332,1.625,1983.7328470770306
194,400.0,15.208333333333332,1.6875,1939.1258950785764
195,400.0,15.208333333333332,1.75,1895.3806695776861
196,400.0,15.208333333333332,1.8125,1852.447363248091
197,400.0,15.208333333333332,1.875,1810.2805000688963
198,400.0,15.208333333333332,1.9375,1768.838794791575
199,400.0,15.208333333333332,2.0,1728.0847459059546
200,400.0,16.666666666666664,0.5,1602.7679962903135
201,400.0,16.666666666666664,0.5625,1726.489241641077
202,400.0,16.666666666666664,0.625,1845.7023856693863
203,400.0,16.666666666666664,0.6875,1960.3349401682165
204,400.0,16.666666666666664,0.75,2070.021469822128
205,400.0,16.666666666666664,0.8125,2173.8819951020373
206,400.0,16.666666666666664,0.875,2270.005981225073
207,400.0,16.666666666666664,0.9375,2353.919115054049
208,400.0,16.666666666666664,1.0,2412.489391057068
209,400.0,16.666666666666664,1.0625,2414.9565251357662
210,400.0,16.666666666666664,1.125,2373.6408198758986
211,400.0,16.666666666666664,1.1875,2323.382840443711
212,400.0,16.666666666666664,1.25,2272.199804464685
213,400.0,16.666666666666664,1.3125,2221.5859518933894
214,400.0,16.666666666666664,1.375,2171.9297030204784
215,400.0,16.666666666666664,1.4375,2123.334252570745
216,400.0,16.666666666666664,1.5,2075.802284981243
217,400.0,16.666666666666664,1.5625,2029.2963548278515
218,400.0,16.666666666666664,1.625,1983.764005288666
219,400.0,16.666666666666664,1.6875,1939.1493239937056
220,400.0,16.666666666666664,1.75,1895.3981956335385
221,400.0,16.666666666666664,1.8125,1852.4604057129238
222,400.0,16.666666666666664,1.875,1810.2901862218682
223,400.0,16.666666666666664,1.9375,1768.8460524370064
224,400.0,16.666666666666664,2.0,1728.0903971373914
225,400.0,18.125,0.5,1602.7748972304832
226,400.0,18.125,0.5625,1726.5072453586895
227,400.0,18.125,0.625,1845.7444055667718
228,400.0,18.125,0.6875,1960.4258534827486
229,400.0,18.125,0.75,2070.2078312543595
230,400.0,18.125,0.8125,2174.247860633913
231,400.0,18.125,0.875,2270.694603013521
232,400.0,18.125,0.9375,2355.1404148739825
233,400.0,18.125,1.0,2414.2698093289628
234,400.0,18.125,1.0625,2416.0905956320803
235,400.0,18.125,1.125,2374.1143388503583
236,400.0,18.125,1.1875,2323.6415329631027
237,400.0,18.125,1.25,2272.367191983385
238,400.0,18.125,1.3125,2221.7032723414336
239,400.0,18.125,1.375,2172.01528899075
240,400.0,18.125,1.4375,2123.397998899772
241,400.0,18.125,1.5,2075.850248356049
242,400.0,18.125,1.5625,2029.3325724303402
243,400.0,18.125,1.625,1983.7913344328958
244,400.0,18.125,1.6875,1939.169874468284
245,400.0,18.125,1.75,1895.4135726440893
246,400.0,18.125,1.8125,1852.4718592179302
247,400.0,18.125,1.875,1810.2987143503776
248,400.0,18.125,1.9375,1768.8524872124938
249,400.0,18.125,2.0,1728.0954957362894
250,400.0,19.583333333333332,0.5,1602.7811226012482
251,400.0,19.583333333333332,0.5625,1726.5234644232553
252,400.0,19.583333333333332,0.625,1845.782193952893
253,400.0,19.583333333333332,0.6875,1960.507458438588
254,400.0,19.583333333333332,0.75,2070.3748556674404
255,400.0,19.583333333333332,0.8125,2174.575601955342
256,400.0,19.583333333333332,0.875,2271.3124339298497
257,400.0,19.583333333333332,0.9375,2356.241897066854
258,400.0,19.583333333333332,1.0,2415.887784603462
259,400.0,19.583333333333332,1.0625,2417.0997162152007
260,400.0,19.583333333333332,1.125,2374.531988127126
261,400.0,19.583333333333332,1.1875,2323.870277935617
262,400.0,19.583333333333332,1.25,2272.515456512961
263,400.0,19.583333333333332,1.3125,2221.80726230126
264,400.0,19.583333333333332,1.375,2172.0911666210095
265,400.0,19.583333333333332,1.4375,2123.454515215026
266,400.0,19.583333333333332,1.5,2075.8927695046555
267,400.0,19.583333333333332,1.5625,2029.364678453013
268,400.0,19.583333333333332,1.625,1983.8155602097704
269,400.0,19.583333333333332,1.6875,1939.188092474043
270,400.0,19.583333333333332,1.75,1895.427208813698
271,400.0,19.583333333333332,1.8125,1852.4820265698422
272,400.0,19.583333333333332,1.875,1810.3063070321718
273,400.0,19.583333333333332,1.9375,1768.858261065142
274,400.0,19.583333333333332,2.0,1728.1001582333502
275,400.0,21.041666666666664,0.5,1602.78678207142
276,400.0,21.041666666666664,0.5625,1726.5381907674605
277,400.0,21.041666666666664,0.625,1845.8164494736648
278,400.0,21.041666666666664,0.6875,1960.5813058709691
279,400.0,21.041666666666664,0.75,2070.5257843016734
280,400.0,21.041666666666664,0.8125,2174.871604665519
281,400.0,21.041666666666664,0.875,2271.871180282606
282,400.0,21.041666666666664,0.9375,2357.2427596727653
283,400.0,21.041666666666664,1.0,2417.3684625855253
284,400.0,21.041666666666664,1.0625,2418.004898919328
285,400.0,21.041666666666664,1.125,2374.903800003755
286,400.0,21.041666666666664,1.1875,2324.074414384149
287,400.0,21.041666666666664,1.25,2272.647978779254
288,400.0,21.041666666666664,1.3125,2221.90026958488
289,400.0,21.041666666666664,1.375,2172.159043718149
290,400.0,21.041666666666664,1.4375,2123.505073241524
291,400.0,21.041666666666664,1.5,2075.9308060188255
292,400.0,21.041666666666664,1.5625,2029.393396720173
293,400.0,21.041666666666664,1.625,1983.8372292905349
294,400.0,21.041666666666664,1.6875,1939.204389244732
295,400.0,21.041666666666664,1.75,1895.4394115919347
296,400.0,21.041666666666664,1.8125,1852.4911358081893
297,400.0,21.041666666666664,1.875,1810.3131318753442
298,400.0,21.041666666666664,1.9375,1768.8634959392928
299,400.0,21.041666666666664,2.0,1728.1044723695375
300,400.0,22.5,0.5,1602.7919613712688
301,400.0,22.5,0.5625,1726.5516522831383
302,400.0,22.5,0.625,1845.8477165155873
303,400.0,22.5,0.6875,1960.6486021542617
304,400.0,22.5,0.75,2070.663136033777
305,400.0,22.5,0.8125,2175.1408340527705
306,400.0,22.5,0.875,2272.3799729319726
307,400.0,22.5,0.9375,2358.1580731368704
308,400.0,22.5,1.0,2418.7316945701104
309,400.0,22.5,1.0625,2418.8225290353953
310,400.0,22.5,1.125,2375.237470324667
311,400.0,22.5,1.1875,2324.258040324229
312,400.0,22.5,1.25,2272.7673582896664
313,400.0,22.5,1.3125,2221.984101012113
314,400.0,22.5,1.375,2172.22023493653
315,400.0,22.5,1.4375,2123.550651962359
316,400.0,22.5,1.5,2075.9650950011282
317,400.0,22.5,1.5625,2029.4192843319177
318,400.0,22.5,1.625,1983.8567623809258
319,400.0,22.5,1.6875,1939.2190812437088
320,400.0,22.5,1.75,1895.4504174926944
321,400.0,22.5,1.8125,1852.4993623806495
322,400.0,22.5,1.875,1810.3193178259692
323,400.0,22.5,1.9375,1768.8682856487171
324,400.0,22.5,2.0,1728.1085056389368
325,400.0,23.958333333333332,0.5,1602.7967287015135
326,400.0,23.958333333333332,0.5625,1726.5640299952674
327,400.0,23.958333333333332,0.625,1845.876426783444
328,400.0,23.958333333333332,0.6875,1960.7103024320036
329,400.0,23.958333333333332,0.75,2070.7889032957173
330,400.0,23.958333333333332,0.8125,2175.3872194080805
331,400.0,23.958333333333332,0.875,2272.846057691019
332,400.0,23.958333333333332,0.9375,2358.9998673241003
333,400.0,23.958333333333332,1.0,2419.9934118499677
334,400.0,23.958333333333332,1.0625,2419.565599616081
335,400.0,23.958333333333332,1.125,2375.5390118950454
336,400.0,23.958333333333332,1.1875,2324.424360084189
337,400.0,23.958333333333332,1.25,2272.875631021674
338,400.0,23.958333333333332,1.3125,2222.0601728229417
339,400.0,23.958333333333332,1.375,2172.275771004556
340,400.0,23.958333333333332,1.4375,2123.5920189446756
341,400.0,23.958333333333332,1.5,2075.996214332403
342,400.0,23.958333333333332,1.5625,2029.4427780060819
343,400.0,23.958333333333332,1.625,1983.8744892446737
344,400.0,23.958333333333332,1.6875,1939.2324164364816
345,400.0,23.958333333333332,1.75,1895.4604119407243
346,400.0,23.958333333333332,1.8125,1852.5068437756272
347,400.0,23.958333333333332,1.875,1810.324965926376
348,400.0,23.958333333333332,1.9375,1768.872703690764
349,400.0,23.958333333333332,2.0,1728.1123109245093
350,400.0,25.416666666666664,0.5,1602.8011391346763
351,400.0,25.416666666666664,0.5625,1726.5754698904468
352,400.0,25.416666666666664,0.625,1845.9029278781725
353,400.0,25.416666666666664,0.6875,1960.7671746193553
354,400.0,25.416666666666664,0.75,2070.9046864894144
355,400.0,25.416666666666664,0.8125,2175.61391798861
356,400.0,25.416666666666664,0.875,2273.2752712529996
357,400.0,25.416666666666664,0.9375,2359.777885640971
358,400.0,25.416666666666664,1.0,2421.166583687552
359,400.0,25.416666666666664,1.0625,2420.2445649366086
360,400.0,25.416666666666664,1.125,2375.8131981080714
361,400.0,25.416666666666664,1.1875,2324.5759198701803
362,400.0,25.416666666666664,1.25,2272.9744173026147
363,400.0,25.416666666666664,1.3125,2222.129612943961
364,400.0,25.416666666666664,1.375,2172.3264730086858
365,400.0,25.416666666666664,1.4375,2123.6297856497486
366,400.0,25.416666666666664,1.5,2076.0246243360366
367,400.0,25.416666666666664,1.5625,2029.4642255886931
368,400.0,25.416666666666664,1.625,1983.8906725154136
369,400.0,25.416666666666664,1.6875,1939.2445923897733
370,400.0,25.416666666666664,1.75,1895.469542548993
371,400.0,25.416666666666664,1.8125,1852.5136894749905
372,400.0,25.416666666666664,1.875,1810.3301566315554
373,400.0,25.416666666666664,1.9375,1768.8768086009793
374,400.0,25.416666666666664,2.0,1728.1159303279303
375,400.0,26.875,0.5,1602.8052377310187
376,400.0,26.875,0.5625,1726.5860912688133
377,400.0,26.875,0.625,1845.927503443705
378,400.0,26.875,0.6875,1960.8198444554512
379,400.0,26.875,0.75,2071.0117885472746
380,400.0,26.875,0.8125,2175.8235008808806
381,400.0,26.875,0.875,2273.6723774180914
382,400.0,26.875,0.9375,2360.500120948492
383,400.0,26.875,1.0,2422.261901076643
384,400.0,26.875,1.0625,2420.8679449836654
385,400.0,26.875,1.125,2376.0638719010785
386,400.0,26.875,1.1875,2324.714771701175
387,400.0,26.875,1.25,2273.0650248870434
388,400.0,26.875,1.3125,2222.1933323190055
389,400.0,26.875,1.375,2172.3730042224756
390,400.0,26.875,1.4375,2123.6644460243915
391,400.0,26.875,1.5,2076.0506968458853
392,400.0,26.875,1.5625,2029.4839080354234
393,400.0,26.875,1.625,1983.905524305146
394,400.0,26.875,1.6875,1939.2557685922259
395,400.0,26.875,1.75,1895.4779285278119
396,400.0,26.875,1.8125,1852.5199878781712
397,400.0,26.875,1.875,1810.3349549015359
398,400.0,26.875,1.9375,1768.8806476294774
399,400.0,26.875,2.0,1728.1193978389952
400,400.0,28.333333333333332,0.5,1602.8090617898595
401,400.0,28.333333333333332,0.5625,1726.595992770329
402,400.0,28.333333333333332,0.625,1845.9503876815977
403,400.0,28.333333333333332,0.6875,1960.868827917046
404,400.0,28.333333333333332,0.75,2071.111282920916
405,400.0,28.333333333333332,0.8125,2176.018086746609
406,400.0,28.333333333333332,0.875,2274.041309772277
407,400.0,28.333333333333332,0.9375,2361.1732045046065
408,400.0,28.333333333333332,1.0,2423.288275109954
409,400.0,28.333333333333332,1.0625,2421.442762493141
410,400.0,28.333333333333332,1.125,2376.294165738743
411,400.0,28.333333333333332,1.1875,2324.8425900926995
412,400.0,28.333333333333332,1.25,2273.148522418561
413,400.0,28.333333333333332,1.3125,2222.252075792999
414,400.0,28.333333333333332,1.375,2172.415907086402
415,400.0,28.333333333333332,1.4375,2123.6964040362154
416,400.0,28.333333333333332,1.5,2076.07473594496
417,400.0,28.333333333333332,1.5625,2029.5020550927002
418,400.0,28.333333333333332,1.625,1983.919218051652
419,400.0,28.333333333333332,1.6875,1939.2660754588758
420,400.0,28.333333333333332,1.75,1895.4856673398726
421,400.0,28.333333333333332,1.8125,1852.525811255602
422,400.0,28.333333333333332,1.875,1810.339413841375
423,400.0,28.333333333333332,1.9375,1768.884259403949
424,400.0,28.333333333333332,2.0,1728.1227412452952
425,400.0,29.791666666666664,0.5,1602.812642507417
426,400.0,29.791666666666664,0.5625,1726.6052568069604
427,400.0,29.791666666666664,0.625,1845.97177601078
428,400.0,29.791666666666664,0.6875,1960.9145549931081
429,400.0,29.791666666666664,0.75,2071.2040634302844
430,400.0,29.791666666666664,0.8125,2176.199439928041
431,400.0,29.791666666666664,0.875,2274.3853501904123
432,400.0,29.791666666666664,0.9375,2361.8026935319554
433,400.0,29.791666666666664,1.0,2424.2532070414895
434,400.0,29.791666666666664,1.0625,2421.974864974012
435,400.0,29.791666666666664,1.125,2376.5066613594686
436,400.0,29.791666666666664,1.1875,2324.9607567698667
437,400.0,29.791666666666664,1.25,2273.225792831863
438,400.0,29.791666666666664,1.3125,2222.306459125999
439,400.0,29.791666666666664,1.375,2172.4556301183634
440,400.0,29.791666666666664,1.4375,2123.7259937115978
441,400.0,29.791666666666664,1.5,2076.096993056273
442,400.0,29.791666666666664,1.5625,2029.5188567073308
443,400.0,29.791666666666664,1.625,1983.9318971377168
444,400.0,29.791666666666664,1.6875,1939.2756207984346
445,400.0,29.791666666666664,1.75,1895.4928395491
446,400.0,29.791666666666664,1.8125,1852.5312193442076
447,400.0,29.791666666666664,1.875,1810.3435773447225
448,400.0,29.791666666666664,1.9375,1768.8876758504873
449,400.0,29.791666666666664,2.0,1728.1259835028984
450,400.0,31.25,0.5,1602.8160062184359
451,400.0,31.25,0.5625,1726.6139528782123
452,400.0,31.25,0.625,1845.9918330310102
453,400.0,31.25,0.6875,1960.9573874240693
454,400.0,31.25,0.75,2071.2908813773806
455,400.0,31.25,0.8125,2176.3690436471234
456,400.0,31.25,0.875,2274.7072623613135
457,400.0,31.25,0.9375,2362.3932873730896
458,400.0,31.25,1.0,2425.163067274494
459,400.0,31.25,1.0625,2422.469165747718
460,400.0,31.25,1.125,2376.703507818888
461,400.0,31.25,1.1875,2325.070423289563
462,400.0,31.25,1.25,2273.2975728807683
463,400.0,31.25,1.3125,2222.356996409839
464,400.0,31.25,1.375,2172.4925478429655
465,400.0,31.25,1.4375,2123.753493975567
466,400.0,31.25,1.5,2076.1176781183112
467,400.0,31.25,1.5625,2029.5344714750747
468,400.0,31.25,1.625,1983.9436812729314
469,400.0,31.25,1.6875,1939.2844946145565
470,400.0,31.25,1.75,1895.4995124106533
471,400.0,31.25,1.8125,1852.5362620104463
472,400.0,31.25,1.875,1810.3474820511658
473,400.0,31.25,1.9375,1768.8909236177553
474,400.0,31.25,2.0,1728.1291437761604
475,400.0,32.70833333333333,0.5,1602.8191753403012
476,400.0,32.70833333333333,0.5625,1726.6221400894078
477,400.0,32.70833333333333,0.625,1846.0106985635625
478,400.0,32.70833333333333,0.6875,1960.997632142305
479,400.0,32.70833333333333,0.75,2071.372373760623
480,400.0,32.70833333333333,0.8125,2176.5281554383982
481,400.0,32.70833333333333,0.875,2275.0093931830793
482,400.0,32.70833333333333,0.9375,2362.9489923849674
483,400.0,32.70833333333333,1.0,2426.023309340333
484,400.0,32.70833333333333,1.0625,2422.929827299426
485,400.0,32.70833333333333,1.125,2376.886510092819
486,400.0,32.70833333333333,1.1875,2325.172558011225
487,400.0,32.70833333333333,1.25,2273.3644828423426
488,400.0,32.70833333333333,1.3125,2222.4041206785014
489,400.0,32.70833333333333,1.375,2172.5269757839146
490,400.0,32.70833333333333,1.4375,2123.7791398156983
491,400.0,32.70833333333333,1.5,2076.1369679917207
492,400.0,32.70833333333333,1.5625,2029.549032982843
493,400.0,32.70833333333333,1.625,1983.9546712935332
494,400.0,32.70833333333333,1.6875,1939.2927727169736
495,400.0,32.70833333333333,1.75,1895.5057425705554
496,400.0,32.70833333333333,1.8125,1852.5409812529147
497,400.0,32.70833333333333,1.875,1810.351158818263
498,400.0,32.70833333333333,1.9375,1768.8940251480578
499,400.0,32.70833333333333,2.0,1728.1322382023054
500,400.0,34.166666666666664,0.5,1602.8221691006781
501,400.0,34.166666666666664,0.5625,1726.6298690906292
502,400.0,34.166666666666664,0.625,1846.0284922967826
503,400.0,34.166666666666664,0.6875,1961.035551596955
504,400.0,34.166666666666664,0.75,2071.4490848277396
505,400.0,34.166666666666664,0.8125,2176.6778498336857
506,400.0,34.166666666666664,0.875,2275.293750810826
507,400.0,34.166666666666664,0.9375,2363.4732494160885
508,400.0,34.166666666666664,1.0,2426.8386355907523
509,400.0,34.166666666666664,1.0625,2423.360402274255
510,400.0,34.166666666666664,1.125,2377.0571965190065
511,400.0,34.166666666666664,1.1875,2325.2679819054547
512,400.0,34.166666666666664,1.25,2273.427049164516
513,400.0,34.166666666666664,1.3125,2222.4481996353775
514,400.0,34.166666666666664,1.375,2172.5591819028336
515,400.0,34.166666666666664,1.4375,2123.803130800021
516,400.0,34.166666666666664,1.5,2076.1550128731437
517,400.0,34.166666666666664,1.5625,2029.5626547081301
518,400.0,34.166666666666664,1.625,1983.9649528239909
519,400.0,34.166666666666664,1.6875,1939.300519475728
520,400.0,34.166666666666664,1.75,1895.5115781249172
521,400.0,34.166666666666664,1.8125,1852.5454127299893
522,400.0,34.166666666666664,1.875,1810.3546338441909
523,400.0,34.166666666666664,1.9375,1768.89699949407
524,400.0,34.166666666666664,2.0,1728.1352804792734
525,400.0,35.625,0.5,1602.8250041053614
526,400.0,35.625,0.5625,1726.6371835882978
527,400.0,35.625,0.625,1846.045317403391
528,400.0,35.625,0.6875,1961.0713717849706
529,400.0,35.625,0.75,2071.5214828826656
530,400.0,35.625,0.8125,2176.8190513460763
531,400.0,35.625,0.875,2275.562065474783
532,400.0,35.625,0.9375,2363.969033549484
533,400.0,35.625,1.0,2427.6131275171356
534,400.0,35.625,1.0625,2423.763943656127
535,400.0,35.625,1.125,2377.2168708313006
536,400.0,35.625,1.1875,2325.3573961548286
537,400.0,35.625,1.25,2273.4857219551227
538,400.0,35.625,1.3125,2222.4895478038347
539,400.0,35.625,1.375,2172.589395438956
540,400.0,35.625,1.4375,2123.825637659568
541,400.0,35.625,1.5,2076.1719412515486
