,t0,p_atm,phi,adiabatic_flame_temperature
3548,525.0,28.333333333333332,1.9375,1863.2415330474141
3549,525.0,28.333333333333332,2.0,1822.5980891587237
3550,525.0,29.791666666666664,0.5,1704.0726387761406
3551,525.0,29.791666666666664,0.5625,1826.2232612257899
3552,525.0,29.791666666666664,0.625,1943.8568121030787
3553,525.0,29.791666666666664,0.6875,2056.8106014409045
3554,525.0,29.791666666666664,0.75,2164.6125907594774
3555,525.0,29.791666666666664,0.8125,2266.260286873579
3556,525.0,29.791666666666664,0.875,2359.722102601876
3557,525.0,29.791666666666664,0.9375,2440.5089237338234
3558,525.0,29.791666666666664,1.0,2496.5925375441407
3559,525.0,29.791666666666664,1.0625,2502.18392793607
3560,525.0,29.791666666666664,1.125,2464.5235378267025
3561,525.0,29.791666666666664,1.1875,2415.637637063056
3562,525.0,29.791666666666664,1.25,2365.067208523015
3563,525.0,29.791666666666664,1.3125,2314.792754224496
3564,525.0,29.791666666666664,1.375,2265.353779065192
3565,525.0,29.791666666666664,1.4375,2216.9140765721972
3566,525.0,29.791666666666664,1.5,2169.5055340964336
3567,525.0,29.791666666666664,1.5625,2123.106242337657
3568,525.0,29.791666666666664,1.625,2077.672418582412
3569,525.0,29.791666666666664,1.6875,2033.1531511868284
3570,525.0,29.791666666666664,1.75,1989.4973374082233
3571,525.0,29.791666666666664,1.8125,1946.6567278840812
3572,525.0,29.791666666666664,1.875,1904.587009206223
3573,525.0,29.791666666666664,1.9375,1863.24795100602
3574,525.0,29.791666666666664,2.0,1822.6031832921628
3575,525.0,31.25,0.5,1704.0798574637897
3576,525.0,31.25,0.5625,1826.2404324904137
3577,525.0,31.25,0.625,1943.8941069295217
3578,525.0,31.25,0.6875,2056.8865390537517
3579,525.0,31.25,0.75,2164.759797637251
3580,525.0,31.25,0.8125,2266.5337839317
3581,525.0,31.25,0.875,2360.208275524724
3582,525.0,31.25,0.9375,2441.319570568844
3583,525.0,31.25,1.0,2497.7144628957744
3584,525.0,31.25,1.0625,2502.975118270323
3585,525.0,31.25,1.125,2464.879819880319
3586,525.0,31.25,1.1875,2415.8330018582396
3587,525.0,31.25,1.25,2365.1936268379127
3588,525.0,31.25,1.3125,2314.8817972766815
3589,525.0,31.25,1.375,2265.4193406821983
3590,525.0,31.25,1.4375,2216.963535177396
3591,525.0,31.25,1.5,2169.5433381395765
3592,525.0,31.25,1.5625,2123.135320144522
3593,525.0,31.25,1.625,2077.694824609718
3594,525.0,31.25,1.6875,2033.1703965832874
3595,525.0,31.25,1.75,1989.5105739608962
3596,525.0,31.25,1.8125,1946.6668590955394
3597,525.0,31.25,1.875,1904.594764916408
3598,525.0,31.25,1.9375,1863.253946503143
3599,525.0,31.25,2.0,1822.6079786691298
3600,525.0,32.70833333333333,0.5,1704.0866552125146
3601,525.0,32.70833333333333,0.5625,1826.256588779364
3602,525.0,32.70833333333333,0.625,1943.9291627064508
3603,525.0,32.70833333333333,0.6875,2056.9578499300255
3604,525.0,32.70833333333333,0.75,2164.8979471356074
3605,525.0,32.70833333333333,0.8125,2266.7904648280123
3606,525.0,32.70833333333333,0.875,2360.6651258776046
3607,525.0,32.70833333333333,0.9375,2442.083733519332
3608,525.0,32.70833333333333,1.0,2498.7761829538704
3609,525.0,32.70833333333333,1.0625,2503.716271945828
3610,525.0,32.70833333333333,1.125,2465.2112688187794
3611,525.0,32.70833333333333,1.1875,2416.0149065581595
3612,525.0,32.70833333333333,1.25,2365.311455490695
3613,525.0,32.70833333333333,1.3125,2314.9648301904904
3614,525.0,32.70833333333333,1.375,2265.4804876230296
3615,525.0,32.70833333333333,1.4375,2217.0096648865856
3616,525.0,32.70833333333333,1.5,2169.578596847059
3617,525.0,32.70833333333333,1.5625,2123.162439084894
3618,525.0,32.70833333333333,1.625,2077.7157206854245
3619,525.0,32.70833333333333,1.6875,2033.1864802174118
3620,525.0,32.70833333333333,1.75,1989.522920793219
3621,525.0,32.70833333333333,1.8125,1946.6763140441958
3622,525.0,32.70833333333333,1.875,1904.6020127359568
3623,525.0,32.70833333333333,1.9375,1863.2595686335205
3624,525.0,32.70833333333333,2.0,1822.612511858835
3625,525.0,34.166666666666664,0.5,1704.093073828771
3626,525.0,34.166666666666664,0.5625,1826.2718317434899
3627,525.0,34.166666666666664,0.625,1943.9622057149836
3628,525.0,34.166666666666664,0.6875,2057.0250052712263
3629,525.0,34.166666666666664,0.75,2165.027964987817
3630,525.0,34.166666666666664,0.8125,2267.0320411764383
3631,525.0,34.166666666666664,0.875,2361.0955893840624
3632,525.0,34.166666666666664,0.9375,2442.8059148468355
3633,525.0,34.166666666666664,1.0,2499.783351760072
3634,525.0,34.166666666666664,1.0625,2504.412411171079
3635,525.0,34.166666666666664,1.125,2465.520591438717
3636,525.0,34.166666666666664,1.1875,2416.184819072982
3637,525.0,34.166666666666664,1.25,2365.421623576857
3638,525.0,34.166666666666664,1.3125,2315.04250019886
3639,525.0,34.166666666666664,1.375,2265.5376944305444
3640,525.0,34.166666666666664,1.4375,2217.0528234166973
3641,525.0,34.166666666666664,1.5,2169.611583815415
3642,525.0,34.166666666666664,1.5625,2123.1878098308575
3643,525.0,34.166666666666664,1.625,2077.735269314904
3644,525.0,34.166666666666664,1.6875,2033.2015272407953
3645,525.0,34.166666666666664,1.75,1989.534473902963
3646,525.0,34.166666666666664,1.8125,1946.685165959504
3647,525.0,34.166666666666664,1.875,1904.608808135571
3648,525.0,34.166666666666664,1.9375,1863.2648590808724
3649,525.0,34.166666666666664,2.0,1822.6168139088848
3650,525.0,35.625,0.5,1704.0991493969184
3651,525.0,35.625,0.5625,1826.2862490370258
3652,525.0,35.625,0.625,1943.9934308832217
3653,525.0,35.625,0.6875,2057.088410669553
3654,525.0,35.625,0.75,2165.150647845762
3655,525.0,35.625,0.8125,2267.2599870380395
3656,525.0,35.625,0.875,2361.5021998613606
3657,525.0,35.625,0.9375,2443.4900150219128
3658,525.0,35.625,1.0,2500.740881499808
3659,525.0,35.625,1.0625,2505.0678763411465
3660,525.0,35.625,1.125,2465.8101020318295
3661,525.0,35.625,1.1875,2416.343993289612
3662,525.0,35.625,1.25,2365.524925440042
3663,525.0,35.625,1.3125,2315.115360729361
3664,525.0,35.625,1.375,2265.59136714357
3665,525.0,35.625,1.4375,2217.093316858122
3666,525.0,35.625,1.5,2169.642533146223
3667,525.0,35.625,1.5625,2123.2116126308442
3668,525.0,35.625,1.625,2077.753609525539
3669,525.0,35.625,1.6875,2033.2156447162663
3670,525.0,35.625,1.75,1989.5453154129557
3671,525.0,35.625,1.8125,1946.6934774794006
3672,525.0,35.625,1.875,1904.615198560559
3673,525.0,35.625,1.9375,1863.2698534969059
3674,525.0,35.625,2.0,1822.620911372888
3675,525.0,37.08333333333333,0.5,1704.1049132598991
3676,525.0,37.08333333333333,0.5625,1826.299916727275
3677,525.0,37.08333333333333,0.625,1944.0230072108402
3678,525.0,37.08333333333333,0.6875,2057.148417498439
3679,525.0,37.08333333333333,0.75,2165.266685699769
3680,525.0,37.08333333333333,0.8125,2267.475579993497
3681,525.0,37.08333333333333,0.875,2361.8871579121064
3682,525.0,37.08333333333333,0.9375,2444.139433573081
3683,525.0,37.08333333333333,1.0,2501.6530652628476
3684,525.0,37.08333333333333,1.0625,2505.686441315244
3685,525.0,37.08333333333333,1.125,2466.0817923367736
3686,525.0,37.08333333333333,1.1875,2416.4935075081435
3687,525.0,37.08333333333333,1.25,2365.622044788799
3688,525.0,37.08333333333333,1.3125,2315.183888629548
3689,525.0,37.08333333333333,1.375,2265.6418555120326
3690,525.0,37.08333333333333,1.4375,2217.1314088785607
3691,525.0,37.08333333333333,1.5,2169.671646488513
3692,525.0,37.08333333333333,1.5625,2123.2340027364166
3693,525.0,37.08333333333333,1.625,2077.77086105613
3694,525.0,37.08333333333333,1.6875,2033.2289248467664
3695,525.0,37.08333333333333,1.75,1989.5555160446827
3696,525.0,37.08333333333333,1.8125,1946.7013025420351
3697,525.0,37.08333333333333,1.875,1904.6212248647462
3698,525.0,37.08333333333333,1.9375,1863.2745825791433
3699,525.0,37.08333333333333,2.0,1822.6248271135735
3700,525.0,38.541666666666664,0.5,1704.1103928008583
3701,525.0,38.541666666666664,0.5625,1826.3129012138734
3702,525.0,38.541666666666664,0.625,1944.0510820826228
3703,525.0,38.541666666666664,0.6875,2057.2053319641423
3704,525.0,38.541666666666664,0.75,2165.3766796953296
3705,525.0,38.541666666666664,0.8125,2267.6799338189594
3706,525.0,38.541666666666664,0.875,2362.2523857121223
3707,525.0,38.541666666666664,0.9375,2444.7571500749373
3708,525.0,38.541666666666664,1.0,2502.5236758277233
3709,525.0,38.541666666666664,1.0625,2506.2714056129857
3710,525.0,38.541666666666664,1.125,2466.3373867895725
3711,525.0,38.541666666666664,1.1875,2416.6342947778153
3712,525.0,38.541666666666664,1.25,2365.7135737412195
3713,525.0,38.541666666666664,1.3125,2315.24849700314
3714,525.0,38.541666666666664,1.375,2265.6894626508
3715,525.0,38.541666666666664,1.4375,2217.1673279973493
3716,525.0,38.541666666666664,1.5,2169.699098604579
3717,525.0,38.541666666666664,1.5625,2123.2551146907913
3718,525.0,38.541666666666664,1.625,2077.7871276672927
3719,525.0,38.541666666666664,1.6875,2033.241447526566
3720,525.0,38.541666666666664,1.75,1989.5651370750986
3721,525.0,38.541666666666664,1.8125,1946.708687880242
3722,525.0,38.541666666666664,1.875,1904.6269224429827
3723,525.0,38.541666666666664,1.9375,1863.2790729223052
3724,525.0,38.541666666666664,2.0,1822.6285809371923
3725,525.0,40.0,0.5,1704.1156120715857
3726,525.0,40.0,0.5625,1826.3252607699242
3727,525.0,40.0,0.625,1944.0777847312809
3728,525.0,40.0,0.6875,2057.2594223674973
3729,525.0,40.0,0.75,2165.4811564266006
3730,525.0,40.0,0.8125,2267.8740247273213
3731,525.0,40.0,0.875,2362.5995711109285
3732,525.0,40.0,0.9375,2445.3457893941936
3733,525.0,40.0,1.0,2503.3560455026604
3734,525.0,40.0,1.0625,2506.8256688187316
3735,525.0,40.0,1.125,2466.5783870545893
3736,525.0,40.0,1.1875,2416.76716699759
3737,525.0,40.0,1.25,2365.8000280569427
3738,525.0,40.0,1.3125,2315.30954582743
3739,525.0,40.0,1.375,2265.7344527437117
3740,525.0,40.0,1.4375,2217.2012733907072
3741,525.0,40.0,1.5,2169.7250418115113
3742,525.0,40.0,1.5625,2123.2750657508896
3743,525.0,40.0,1.625,2077.8024997828174
3744,525.0,40.0,1.6875,2033.2532823767128
3745,525.0,40.0,1.75,1989.574231898913
3746,525.0,40.0,1.8125,1946.7156742137497
3747,525.0,40.0,1.875,1904.6323221346252
3748,525.0,40.0,1.9375,1863.2833476974563
3749,525.0,40.0,2.0,1822.6321900995058
3750,550.0,5.0,0.5,1724.2004804777273
3751,550.0,5.0,0.5625,1845.452569136912
3752,550.0,5.0,0.625,1961.548152845174
3753,550.0,5.0,0.6875,2071.7897496906935
3754,550.0,5.0,0.75,2174.8875926122196
3755,550.0,5.0,0.8125,2268.791923046756
3756,550.0,5.0,0.875,2350.5874037346057
3757,550.0,5.0,0.9375,2416.325808615945
3758,550.0,5.0,1.0,2460.3640070419337
3759,550.0,5.0,1.0625,2475.056497006709
3760,550.0,5.0,1.125,2457.8795574080045
3761,550.0,5.0,1.1875,2420.386195059975
3762,550.0,5.0,1.25,2375.136242761582
3763,550.0,5.0,1.3125,2327.6889261627557
3764,550.0,5.0,1.375,2279.981614940425
3765,550.0,5.0,1.4375,2232.71525463628
3766,550.0,5.0,1.5,2186.155922999427
3767,550.0,5.0,1.5625,2140.398057387404
3768,550.0,5.0,1.625,2095.4623420863313
3769,550.0,5.0,1.6875,2051.336928403648
3770,550.0,5.0,1.75,2007.9962327060282
3771,550.0,5.0,1.8125,1965.409763732118
3772,550.0,5.0,1.875,1923.5461907187166
3773,550.0,5.0,1.9375,1882.3750757645175
3774,550.0,5.0,2.0,1841.8674663875604
3775,550.0,6.458333333333333,0.5,1724.2740108632374
3776,550.0,6.458333333333333,0.5625,1845.631048553139
3777,550.0,6.458333333333333,0.625,1961.9454776833497
3778,550.0,6.458333333333333,0.6875,2072.6130542954247
3779,550.0,6.458333333333333,0.75,2176.477534814292
3780,550.0,6.458333333333333,0.8125,2271.629101564929
3781,550.0,6.458333333333333,0.875,2355.194592747884
3782,550.0,6.458333333333333,0.9375,2422.9760628044946
3783,550.0,6.458333333333333,1.0,2468.4728409304666
3784,550.0,6.458333333333333,1.0625,2482.476716811922
3785,550.0,6.458333333333333,1.125,2462.6807521838386
3786,550.0,6.458333333333333,1.1875,2423.1796459099833
3787,550.0,6.458333333333333,1.25,2376.901259332524
3788,550.0,6.458333333333333,1.3125,2328.9085844539213
3789,550.0,6.458333333333333,1.375,2280.873530662615
3790,550.0,6.458333333333333,1.4375,2233.388605509769
3791,550.0,6.458333333333333,1.5,2186.672945070282
3792,550.0,6.458333333333333,1.5625,2140.7982319311777
3793,550.0,6.458333333333333,1.625,2095.7728301491793
3794,550.0,6.458333333333333,1.6875,2051.5775398583805
3795,550.0,6.458333333333333,1.75,2008.1820086141695
3796,550.0,6.458333333333333,1.8125,1965.5524257148447
3797,550.0,6.458333333333333,1.875,1923.655015931414
3798,550.0,6.458333333333333,1.9375,1882.4574650618501
3799,550.0,6.458333333333333,2.0,1841.929341373049
3800,550.0,7.916666666666666,0.5,1724.328591662691
3801,550.0,7.916666666666666,0.5625,1845.762854513116
3802,550.0,7.916666666666666,0.625,1962.2375070230023
3803,550.0,7.916666666666666,0.6875,2073.2165215702216
3804,550.0,7.916666666666666,0.75,2177.6443532203843
3805,550.0,7.916666666666666,0.8125,2273.725588822654
3806,550.0,7.916666666666666,0.875,2358.6439150286137
3807,550.0,7.916666666666666,0.9375,2428.041755339494
3808,550.0,7.916666666666666,1.0,2474.7246097293028
3809,550.0,7.916666666666666,1.0625,2488.089252286072
3810,550.0,7.916666666666666,1.125,2466.151848777708
3811,550.0,7.916666666666666,1.1875,2425.1623378531012
3812,550.0,7.916666666666666,1.25,2378.153763182752
3813,550.0,7.916666666666666,1.3125,2329.776022935398
3814,550.0,7.916666666666666,1.375,2281.5086186827134
3815,550.0,7.916666666666666,1.4375,2233.8681636210827
3816,550.0,7.916666666666666,1.5,2187.0410553798924
3817,550.0,7.916666666666666,1.5625,2141.083004303527
3818,550.0,7.916666666666666,1.625,2095.993656835662
3819,550.0,7.916666666666666,1.6875,2051.7485778854825
3820,550.0,7.916666666666666,1.75,2008.3140051829118
3821,550.0,7.916666666666666,1.8125,1965.6537505552967
3822,550.0,7.916666666666666,1.875,1923.732288438404
3823,550.0,7.916666666666666,1.9375,1882.5159637393062
3824,550.0,7.916666666666666,2.0,1841.9732918838
3825,550.0,9.375,0.5,1724.3714578636925
3826,550.0,9.375,0.5625,1845.8659492498628
3827,550.0,9.375,0.625,1962.4650304516056
3828,550.0,9.375,0.6875,2073.6855188420227
3829,550.0,9.375,0.75,2178.551583874965
3830,550.0,9.375,0.8125,2275.3636190586535
3831,550.0,9.375,0.875,2361.366239296732
3832,550.0,9.375,0.9375,2432.096602880368
3833,550.0,9.375,1.0,2479.7811328586236
3834,550.0,9.375,1.0625,2492.5495768795827
3835,550.0,9.375,1.125,2468.8084056533276
3836,550.0,9.375,1.1875,2426.660996256242
3837,550.0,9.375,1.25,2379.1013548609835
3838,550.0,9.375,1.3125,2330.433606741216
3839,550.0,9.375,1.375,2281.9905283783983
3840,550.0,9.375,1.4375,2234.2321212312686
3841,550.0,9.375,1.5,2187.320370359711
3842,550.0,9.375,1.5625,2141.299003781751
3843,550.0,9.375,1.625,2096.161085267191
3844,550.0,9.375,1.6875,2051.8782068850446
3845,550.0,9.375,1.75,2008.414011378438
3846,550.0,9.375,1.8125,1965.7304988326505
3847,550.0,9.375,1.875,1923.7908107631417
3848,550.0,9.375,1.9375,1882.5602731182078
3849,550.0,9.375,2.0,1842.0066049672719
3850,550.0,10.833333333333332,0.5,1724.4064405457236
3851,550.0,10.833333333333332,0.5625,1845.9497997356002
3852,550.0,10.833333333333332,0.625,1962.6494681706647
3853,550.0,10.833333333333332,0.6875,2074.0648406395853
3854,550.0,10.833333333333332,0.75,2179.285373108176
3855,550.0,10.833333333333332,0.8125,2276.693302190395
3856,550.0,10.833333333333332,0.875,2363.594011506064
3857,550.0,10.833333333333332,0.9375,2435.454570619525
3858,550.0,10.833333333333332,1.0,2484.007232286497
3859,550.0,10.833333333333332,1.0625,2496.216726600921
3860,550.0,10.833333333333332,1.125,2470.9235619485157
3861,550.0,10.833333333333332,1.1875,2427.8438869128604
3862,550.0,10.833333333333332,1.25,2379.8503297262755
3863,550.0,10.833333333333332,1.3125,2330.9542836755477
3864,550.0,10.833333333333332,1.375,2282.372415291656
3865,550.0,10.833333333333332,1.4375,2234.520582218901
3866,550.0,10.833333333333332,1.5,2187.541710318873
3867,550.0,10.833333333333332,1.5625,2141.4701208677157
3868,550.0,10.833333333333332,1.625,2096.2936819830156
3869,550.0,10.833333333333332,1.6875,2051.9808375499956
3870,550.0,10.833333333333332,1.75,2008.4931690109188
3871,550.0,10.833333333333332,1.8125,1965.7912366463147
3872,550.0,10.833333333333332,1.875,1923.837123233064
3873,550.0,10.833333333333332,1.9375,1882.5953474054531
3874,550.0,10.833333333333332,2.0,1842.0330008027704
3875,550.0,12.291666666666666,0.5,1724.4357948900822
3876,550.0,12.291666666666666,0.5625,1846.0199573360428
3877,550.0,12.291666666666666,0.625,1962.8033416599822
3878,550.0,12.291666666666666,0.6875,2074.3806466494384
3879,550.0,12.291666666666666,0.75,2179.8961649561697
3880,550.0,12.291666666666666,0.8125,2277.803187775035
3881,550.0,12.291666666666666,0.875,2365.465940817437
3882,550.0,12.291666666666666,0.9375,2438.3053096859717
3883,550.0,12.291666666666666,1.0,2487.624692746593
3884,550.0,12.291666666666666,1.0625,2499.3076536173808
3885,550.0,12.291666666666666,1.125,2472.657473221931
3886,550.0,12.291666666666666,1.1875,2428.807550344438
3887,550.0,12.291666666666666,1.25,2380.461469035706
3888,550.0,12.291666666666666,1.3125,2331.379809400962
3889,550.0,12.291666666666666,1.375,2282.684730327587
3890,550.0,12.291666666666666,1.4375,2234.7565234992603
3891,550.0,12.291666666666666,1.5,2187.722727725583
3892,550.0,12.291666666666666,1.5625,2141.610032365753
3893,550.0,12.291666666666666,1.625,2096.4020703588626
3894,550.0,12.291666666666666,1.6875,2052.0647110410796
3895,550.0,12.291666666666666,1.75,2008.5578471122608
3896,550.0,12.291666666666666,1.8125,1965.8408587681777
3897,550.0,12.291666666666666,1.875,1923.8749618110596
3898,550.0,12.291666666666666,1.9375,1882.6240157566772
3899,550.0,12.291666666666666,2.0,1842.0546033527432
3900,550.0,13.75,0.5,1724.4609518228406
3901,550.0,13.75,0.5625,1846.0799329308559
3902,550.0,13.75,0.625,1962.9345482349834
3903,550.0,13.75,0.6875,2074.649418460888
3904,550.0,13.75,0.75,2180.4158023435516
3905,550.0,13.75,0.8125,2278.7495029718357
3906,550.0,13.75,0.875,2367.0709581108445
3907,550.0,13.75,0.9375,2440.771713339662
3908,550.0,13.75,1.0,2490.778059390557
3909,550.0,13.75,1.0625,2501.962932594038
3910,550.0,13.75,1.125,2474.1111039999746
3911,550.0,13.75,1.1875,2429.6118092648603
3912,550.0,13.75,1.25,2380.9723650206884
3913,550.0,13.75,1.3125,2331.7360381511594
3914,550.0,13.75,1.375,2282.9463417734046
3915,550.0,13.75,1.4375,2234.954183666603
3916,550.0,13.75,1.5,2187.8743592952005
3917,550.0,13.75,1.5625,2141.7272086106077
3918,550.0,13.75,1.625,2096.4928269367388
3919,550.0,13.75,1.6875,2052.134927187794
3920,550.0,13.75,1.75,2008.6119855333068
3921,550.0,13.75,1.8125,1965.8823921027943
3922,550.0,13.75,1.875,1923.9066362152325
3923,550.0,13.75,1.9375,1882.648026882183
3924,550.0,13.75,2.0,1842.0727252064135
3925,550.0,15.208333333333332,0.5,1724.482871676169
3926,550.0,15.208333333333332,0.5625,1846.1320760820292
3927,550.0,15.208333333333332,0.625,1963.0483600295431
3928,550.0,15.208333333333332,0.6875,2074.8821471354563
3929,550.0,15.208333333333332,0.75,2180.865550448575
3930,550.0,15.208333333333332,0.8125,2279.569978890392
3931,550.0,15.208333333333332,0.875,2368.4692346577526
3932,550.0,15.208333333333332,0.9375,2442.9377230816112
3933,550.0,15.208333333333332,1.0,2493.5665832761115
3934,550.0,15.208333333333332,1.0625,2504.2785459165957
3935,550.0,15.208333333333332,1.125,2475.3516744189233
3936,550.0,15.208333333333332,1.1875,2430.295944054561
3937,550.0,15.208333333333332,1.25,2381.4076761385327
3938,550.0,15.208333333333332,1.3125,2332.039948111177
3939,550.0,15.208333333333332,1.375,2283.169648413
3940,550.0,15.208333333333332,1.4375,2235.122920363726
3941,550.0,15.208333333333332,1.5,2188.00379125129
3942,550.0,15.208333333333332,1.5625,2141.827213496377
3943,550.0,15.208333333333332,1.625,2096.5702701618484
3944,550.0,15.208333333333332,1.6875,2052.194833658596
3945,550.0,15.208333333333332,1.75,2008.6581697480906
3946,550.0,15.208333333333332,1.8125,1965.9178225320436
3947,550.0,15.208333333333332,1.875,1923.9336614508645
3948,550.0,15.208333333333332,1.9375,1882.6685275998937
3949,550.0,15.208333333333332,2.0,1842.0882270414158
3950,550.0,16.666666666666664,0.5,1724.5022276996192
3951,550.0,16.666666666666664,0.5625,1846.1780298457502
3952,550.0,16.666666666666664,0.625,1963.148455714008
3953,550.0,16.666666666666664,0.6875,2075.0864935838385
3954,550.0,16.666666666666664,0.75,2181.260247066425
3955,550.0,16.666666666666664,0.8125,2280.29104914134
3956,550.0,16.666666666666664,0.875,2369.703229029935
3957,550.0,16.666666666666664,0.9375,2444.863077993807
3958,550.0,16.666666666666664,1.0,2496.0612425990466
3959,550.0,16.666666666666664,1.0625,2506.322758523012
3960,550.0,16.666666666666664,1.125,2476.4258916630656
3961,550.0,16.666666666666664,1.1875,2430.8869397622093
3962,550.0,16.666666666666664,1.25,2381.78433511554
3963,550.0,16.666666666666664,1.3125,2332.3032109190526
3964,550.0,16.666666666666664,1.375,2283.3631788999837
3965,550.0,16.666666666666664,1.4375,2235.2691710457057
3966,550.0,16.666666666666664,1.5,2188.1159664848983
3967,550.0,16.666666666666664,1.5625,2141.913873026944
3968,550.0,16.666666666666664,1.625,2096.6373687531595
3969,550.0,16.666666666666664,1.6875,2052.246731184168
3970,550.0,16.666666666666664,1.75,2008.6981762132164
3971,550.0,16.666666666666664,1.8125,1965.9485142415524
3972,550.0,16.666666666666664,1.875,1923.9570780528147
3973,550.0,16.666666666666664,1.9375,1882.6863054464675
3974,550.0,16.666666666666664,2.0,1842.1016998232178
3975,550.0,18.125,0.5,1724.5195086651865
3976,550.0,18.125,0.5625,1846.2189843893805
3977,550.0,18.125,0.625,1963.2374946059406
3978,550.0,18.125,0.6875,2075.267990092516
3979,550.0,18.125,0.75,2181.610615788667
3980,550.0,18.125,0.8125,2280.9318836904768
3981,550.0,18.125,0.875,2370.803927874199
3982,550.0,18.125,0.9375,2446.591716659023
3983,550.0,18.125,1.0,2498.3144791147943
3984,550.0,18.125,1.0625,2508.1457377918064
3985,550.0,18.125,1.125,2477.3673460007376
3986,550.0,18.125,1.1875,2431.404020767776
3987,550.0,18.125,1.25,2382.1144045159567
3988,550.0,18.125,1.3125,2332.5341500597983
3989,550.0,18.125,1.375,2283.5330186657575
3990,550.0,18.125,1.4375,2235.397529476304
3991,550.0,18.125,1.5,2188.2144117780076
3992,550.0,18.125,1.5625,2141.9899164668745
3993,550.0,18.125,1.625,2096.6962399125837
3994,550.0,18.125,1.6875,2052.2922601878304
3995,550.0,18.125,1.75,2008.7332712677137
3996,550.0,18.125,1.8125,1965.9754395119821
3997,550.0,18.125,1.875,1923.9776275150075
3998,550.0,18.125,1.9375,1882.701921553842
3999,550.0,18.125,2.0,1842.113564578188
4000,550.0,19.583333333333332,0.5,1724.5350797230674
4001,550.0,19.583333333333332,0.5625,1846.255827056748
4002,550.0,19.583333333333332,0.625,1963.3174557193238
4003,550.0,19.583333333333332,0.6875,2075.4307494846475
4004,550.0,19.583333333333332,0.75,2181.9246334595605
4005,550.0,19.583333333333332,0.8125,2281.5067848268745
4006,550.0,19.583333333333332,0.875,2371.79458108999
4007,550.0,19.583333333333332,0.9375,2448.1568419855807
4008,550.0,19.583333333333332,1.0,2500.3660900048935
4009,550.0,19.583333333333332,1.0625,2509.785355309151
4010,550.0,19.583333333333332,1.125,2478.2008883058584
4011,550.0,19.583333333333332,1.1875,2431.8612978509977
4012,550.0,19.583333333333332,1.25,2382.4067403537165
4013,550.0,19.583333333333332,1.3125,2332.738882589112
4014,550.0,19.583333333333332,1.375,2283.6836422276874
4015,550.0,19.583333333333332,1.4375,2235.5113736913186
4016,550.0,19.583333333333332,1.5,2188.3017202672886
4017,550.0,19.583333333333332,1.5625,2142.0573501715126
4018,550.0,19.583333333333332,1.625,2096.748439718076
4019,550.0,19.583333333333332,1.6875,2052.332626082375
4020,550.0,19.583333333333332,1.75,2008.7643852802141
4021,550.0,19.583333333333332,1.8125,1965.9993125462852
4022,550.0,19.583333333333332,1.875,1923.995854438854
4023,550.0,19.583333333333332,1.9375,1882.7157880069583
4024,550.0,19.583333333333332,2.0,1842.124130471072
4025,550.0,21.041666666666664,0.5,1724.5492202669543
4026,550.0,21.041666666666664,0.5625,1846.2892355419883
4027,550.0,21.041666666666664,0.625,1963.3898479032605
4028,550.0,21.041666666666664,0.6875,2075.5779043736734
4029,550.0,21.041666666666664,0.75,2182.2083785878435
4030,550.0,21.041666666666664,0.8125,2282.026679261949
4031,550.0,21.041666666666664,0.875,2372.6930410722
4032,550.0,21.041666666666664,0.9375,2449.584117813583
4033,550.0,21.041666666666664,1.0,2502.2469595148996
4034,550.0,21.041666666666664,1.0625,2511.2708498861875
4035,550.0,21.041666666666664,1.125,2478.945346200915
4036,550.0,21.041666666666664,1.1875,2432.269390493385
4037,550.0,21.041666666666664,1.25,2382.6680102538494
4038,550.0,21.041666666666664,1.3125,2332.922018407767
4039,550.0,21.041666666666664,1.375,2283.818423095325
4040,550.0,21.041666666666664,1.4375,2235.613250822818
4041,550.0,21.041666666666664,1.5,2188.3798470581346
4042,550.0,21.041666666666664,1.5625,2142.1176865810266
4043,550.0,21.041666666666664,1.625,2096.7951409579673
4044,550.0,21.041666666666664,1.6875,2052.368737201596
4045,550.0,21.041666666666664,1.75,2008.7922192100461
4046,550.0,21.041666666666664,1.8125,1966.0206713656971
4047,550.0,21.041666666666664,1.875,1924.01216903271
4048,550.0,21.041666666666664,1.9375,1882.7282151651712
4049,550.0,21.041666666666664,2.0,1842.1336303251278
4050,550.0,22.5,0.5,1724.5621484497437
4051,550.0,22.5,0.5625,1846.3197380951528
4052,550.0,22.5,0.625,1963.4558454034861
4053,550.0,22.5,0.6875,2075.7118903454616
4054,550.0,22.5,0.75,2182.4665786959367
4055,550.0,22.5,0.8125,2282.5000844469587
4056,550.0,22.5,0.875,2373.513288357825
4057,550.0,22.5,0.9375,2450.8937649371173
4058,550.0,22.5,1.0,2503.9815142968578
4059,550.0,22.5,1.0625,2512.6252298733853
4060,550.0,22.5,1.125,2479.6152756516076
4061,550.0,22.5,1.1875,2432.636462178103
4062,550.0,22.5,1.25,2382.9033425972734
4063,550.0,22.5,1.3125,2333.0871064263383
4064,550.0,22.5,1.375,2283.939959751488
4065,550.0,22.5,1.4375,2235.705122763163
4066,550.0,22.5,1.5,2188.4502979131553
4067,550.0,22.5,1.5625,2142.1720903533155
4068,550.0,22.5,1.625,2096.8372465886323
4069,550.0,22.5,1.6875,2052.401292779626
4070,550.0,22.5,1.75,2008.817312575793
4071,550.0,22.5,1.8125,1966.039930026318
4072,550.0,22.5,1.875,1924.026886955351
